Row ID,Order ID,Order Date,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Profit,Day Of Week,Fiscal Year,Fiscal Quarter,Cost
498,AMER-2020-126158,7/26/2020,Márcia Oliveira,United States,Milwaukee,AMER,NAMER,AnyCompany 11,1029,Healthcare,SMB,SaaS Connector Pack,WQL984BNNV,255.76,4,0,81.8432,Sunday,FY2020,FQ4,173.9168
499,AMER-2020-126158,7/26/2020,Márcia Oliveira,United States,Milwaukee,AMER,NAMER,AnyCompany 11,1029,Healthcare,SMB,FinanceHub,2QHECG9N6N,241.568,2,0.2,18.1176,Sunday,FY2020,FQ4,223.4504
500,AMER-2020-126158,7/26/2020,Márcia Oliveira,United States,Milwaukee,AMER,NAMER,AnyCompany 11,1029,Healthcare,SMB,SaaS Connector Pack,XB6LROUXPU,69.3,9,0,22.869,Sunday,FY2020,FQ4,46.431
501,EMEA-2020-105578,5/31/2020,Ana Carolina Silva,Russia,Yekaterinburg,EMEA,EU-EAST,ExampleCorp 26,1018,Energy,Strategic,ContactMatcher,RA8QN3SS38,22.62,2,0.7,-15.08,Sunday,FY2020,FQ3,37.7
502,EMEA-2020-105578,5/31/2020,Ana Carolina Silva,Russia,Yekaterinburg,EMEA,EU-EAST,ExampleCorp 26,1018,Energy,Strategic,ContactMatcher,LKY08ZW43T,14.952,2,0.7,-11.9616,Sunday,FY2020,FQ3,26.9136
503,EMEA-2020-105578,5/31/2020,Ana Carolina Silva,Russia,Yekaterinburg,EMEA,EU-EAST,ExampleCorp 26,1018,Energy,Strategic,FinanceHub,C3GIH2CGZU,801.568,2,0.2,50.098,Sunday,FY2020,FQ3,751.47
504,EMEA-2020-105578,5/31/2020,Ana Carolina Silva,Russia,Yekaterinburg,EMEA,EU-EAST,ExampleCorp 26,1018,Energy,Strategic,ContactMatcher,GCWE0V1NFM,2.376,3,0.7,-1.9008,Sunday,FY2020,FQ3,4.2768
505,EMEA-2020-105578,5/31/2020,Ana Carolina Silva,Russia,Yekaterinburg,EMEA,EU-EAST,ExampleCorp 26,1018,Energy,Strategic,Support,DS25984Y3W,32.792,1,0.2,11.8871,Sunday,FY2020,FQ3,20.9049
506,EMEA-2021-134978,11/13/2021,Mary Major,United Kingdom,London,EMEA,UKIR,ExampleCorp 48,1094,Communications,Strategic,ContactMatcher,2LJ66EEG8O,15.92,5,0.2,5.373,Saturday,FY2022,FQ1,10.547
507,EMEA-2019-145352,3/16/2019,Martha Rivera,Finland,Helsinki,EMEA,NOR,ExampleCorp 11,1044,Energy,SMB,ChatBot Plugin,2N5HOJTXVK,2.74,1,0,0.7398,Saturday,FY2019,FQ2,2.0002
508,EMEA-2019-145352,3/16/2019,Martha Rivera,Finland,Helsinki,EMEA,NOR,ExampleCorp 11,1044,Energy,SMB,ChatBot Plugin,K5Z5MT1GZK,8.34,3,0,2.1684,Saturday,FY2019,FQ2,6.1716
509,EMEA-2019-145352,3/16/2019,Martha Rivera,Finland,Helsinki,EMEA,NOR,ExampleCorp 11,1044,Energy,SMB,Marketing Suite - Gold,ZBX0BE324Q,46.74,3,0,11.685,Saturday,FY2019,FQ2,35.055
510,EMEA-2019-145352,3/16/2019,Martha Rivera,Finland,Helsinki,EMEA,NOR,ExampleCorp 11,1044,Energy,SMB,ContactMatcher,B8THW7YZWV,6354.95,5,0,3177.475,Saturday,FY2019,FQ2,3177.475
511,EMEA-2021-135307,11/27/2021,María García,Poland,Krakow,EMEA,EU-WEST,ExampleCorp 22,1072,Tech,SMB,SaaS Connector Pack,GIZGK2MOP1,126.3,3,0,40.416,Saturday,FY2022,FQ1,85.884
512,EMEA-2021-135307,11/27/2021,María García,Poland,Krakow,EMEA,EU-WEST,ExampleCorp 22,1072,Tech,SMB,Data Smasher,GGDWG3BJ19,38.04,2,0,12.1728,Saturday,FY2022,FQ1,25.8672
513,AMER-2020-106341,10/21/2020,Richard Roe,Mexico,Monterrey,AMER,LATAM,AnyCompany 20,1076,Tech,SMB,ChatBot Plugin,36Q21U4UOI,7.152,3,0.2,0.7152,Wednesday,FY2021,FQ1,6.4368
514,AMER-2021-163405,12/22/2021,Alejandro Rosalez,United States,New York City,AMER,NAMER,AnyCompany 11,1029,Healthcare,SMB,ChatBot Plugin,J45BKTCV3A,6.63,3,0,1.7901,Wednesday,FY2022,FQ1,4.8399
515,AMER-2021-163405,12/22/2021,Alejandro Rosalez,United States,New York City,AMER,NAMER,AnyCompany 11,1029,Healthcare,SMB,ChatBot Plugin,DE9T59XWT0,5.88,2,0,1.7052,Wednesday,FY2022,FQ1,4.1748
516,EMEA-2021-127432,1/23/2021,Arnav Desai,Netherlands,The Hague,EMEA,EU-WEST,AnyCompany 38,1036,Transportation,Enterprise,Alchemy,WUQIOIL1BR,2999.95,5,0,1379.977,Saturday,FY2021,FQ2,1619.973
517,EMEA-2021-127432,1/23/2021,Arnav Desai,Netherlands,The Hague,EMEA,EU-WEST,AnyCompany 38,1036,Transportation,Enterprise,Marketing Suite - Gold,UT7LDQ4VDY,51.45,3,0,13.8915,Saturday,FY2021,FQ2,37.5585
518,EMEA-2021-127432,1/23/2021,Arnav Desai,Netherlands,The Hague,EMEA,EU-WEST,AnyCompany 38,1036,Transportation,Enterprise,Support,W28TZMIDW1,11.96,2,0,5.382,Saturday,FY2021,FQ2,6.578
519,EMEA-2021-127432,1/23/2021,Arnav Desai,Netherlands,The Hague,EMEA,EU-WEST,AnyCompany 38,1036,Transportation,Enterprise,Marketing Suite - Gold,R7V94D7VTF,1126.02,3,0,56.301,Saturday,FY2021,FQ2,1069.719
520,APJ-2019-157812,3/22/2019,Nikki Wolf,Japan,Tokyo,APJ,JAPN,AnyCompany 28,1021,Consumer Products,SMB,Data Smasher,T7BJWXSTMC,18.392,1,0.2,5.2877,Friday,FY2019,FQ2,13.1043
521,APJ-2019-157812,3/22/2019,Nikki Wolf,Japan,Tokyo,APJ,JAPN,AnyCompany 28,1021,Consumer Products,SMB,Marketing Suite - Gold,6IKVTBOJP6,129.568,2,0.2,-25.9136,Friday,FY2019,FQ2,155.4816
522,APJ-2019-157812,3/22/2019,Nikki Wolf,Japan,Tokyo,APJ,JAPN,AnyCompany 28,1021,Consumer Products,SMB,ContactMatcher,J8GVKSNWKK,14.112,9,0.8,-21.168,Friday,FY2019,FQ2,35.28
523,AMER-2021-145142,1/24/2021,Sofía Martínez,Brazil,São Paulo,AMER,LATAM,ExampleCorp 25,1073,Consumer Products,Strategic,ContactMatcher,FCG68AFG8D,210.98,2,0,21.098,Sunday,FY2021,FQ2,189.882
524,AMER-2020-139486,5/22/2020,John Doe,United States,New York City,AMER,NAMER,AnyCompany 25,1038,Healthcare,SMB,Site Analytics,SUMARW30V5,55.176,3,0.2,-12.4146,Friday,FY2020,FQ3,67.5906
525,AMER-2020-139486,5/22/2020,John Doe,United States,New York City,AMER,NAMER,AnyCompany 25,1038,Healthcare,SMB,Data Smasher,VT084V8ZO8,66.26,2,0,27.1666,Friday,FY2020,FQ3,39.0934
526,APJ-2019-158792,12/26/2019,Jane Doe,South Korea,Seoul,APJ,APAC,AnyCompany 7,1004,Tech,SMB,Storage,EB29H3BO56,22.2,5,0,10.434,Thursday,FY2020,FQ1,11.766
527,EMEA-2021-113558,10/22/2021,Martha Rivera,Germany,Frankfurt,EMEA,EU-WEST,AnyCompany 40,1027,Energy,Enterprise,FinanceHub,0IIO7JB1FM,683.952,3,0.2,42.747,Friday,FY2022,FQ1,641.205
528,EMEA-2021-113558,10/22/2021,Martha Rivera,Germany,Frankfurt,EMEA,EU-WEST,AnyCompany 40,1027,Energy,Enterprise,SaaS Connector Pack,XK0AWA04O4,45.696,3,0.2,5.1408,Friday,FY2022,FQ1,40.5552
529,EMEA-2019-138303,9/3/2019,Nikki Wolf,France,Paris,EMEA,EU-WEST,AnyCompany 41,1040,Finance,SMB,Marketing Suite - Gold,YQHO831SXW,36.336,3,0.2,-7.2672,Tuesday,FY2019,FQ4,43.6032
530,EMEA-2019-138303,9/3/2019,Nikki Wolf,France,Paris,EMEA,EU-WEST,AnyCompany 41,1040,Finance,SMB,Support,E357DJBC58,666.248,1,0.2,-149.9058,Tuesday,FY2019,FQ4,816.1538
531,EMEA-2019-138303,9/3/2019,Nikki Wolf,France,Paris,EMEA,EU-WEST,AnyCompany 41,1040,Finance,SMB,SaaS Connector Pack - Gold,HW8V2OFD4R,52.512,6,0.2,19.692,Tuesday,FY2019,FQ4,32.82
532,AMER-2019-102848,11/7/2019,Mateo Jackson,United States,New York City,AMER,NAMER,AnyCompany 17,1012,Finance,Strategic,FinanceHub,5IDTMLR25Z,190.72,1,0.2,11.92,Thursday,FY2020,FQ1,178.8
533,AMER-2021-129441,9/8/2021,Kwaku Mensah,United States,New York City,AMER,NAMER,AnyCompany 45,1045,Manufacturing,SMB,SaaS Connector Pack,8Y4D74L4F3,47.94,3,0,2.397,Wednesday,FY2021,FQ4,45.543
534,EMEA-2020-168753,5/30/2020,Mateo Jackson,Portugal,Porto,EMEA,EU-WEST,AnyCompany 23,1017,Energy,SMB,Site Analytics,QA6NQ1AWR7,979.95,5,0,274.386,Saturday,FY2020,FQ3,705.564
535,EMEA-2020-168753,5/30/2020,Mateo Jackson,Portugal,Porto,EMEA,EU-WEST,AnyCompany 23,1017,Energy,SMB,ContactMatcher,MA38C1T89F,22.75,5,0,11.375,Saturday,FY2020,FQ3,11.375
536,AMER-2020-126613,7/11/2020,Mary Major,Chile,Antofagasta,AMER,LATAM,AnyCompany 29,1022,Communications,SMB,Marketing Suite - Gold,BX9FYENL39,16.768,2,0.2,1.4672,Saturday,FY2020,FQ4,15.3008
537,APJ-2021-122637,9/4/2021,Arnav Desai,Australia,Sydney,APJ,ANZ,ExampleCorp 31,1078,Finance,SMB,ContactMatcher,ZVPQ8T8BMT,42.616,7,0.8,-68.1856,Saturday,FY2021,FQ4,110.8016
538,EMEA-2019-147851,12/3/2019,María García,United Kingdom,London,EMEA,UKIR,ExampleCorp 1,1033,Tech,Enterprise,ContactMatcher,MQEDWGFO4P,10.752,4,0.2,3.36,Tuesday,FY2020,FQ1,7.392
539,EMEA-2019-134894,12/7/2019,Martha Rivera,Ireland,Dublin,EMEA,UKIR,ExampleCorp 10,1060,Retail,SMB,OneView,4XY9N8RDFD,152.94,3,0,41.2938,Saturday,FY2020,FQ1,111.6462
540,EMEA-2019-134894,12/7/2019,Martha Rivera,Ireland,Dublin,EMEA,UKIR,ExampleCorp 10,1060,Retail,SMB,FinanceHub,7BXJA35WH2,283.92,4,0,70.98,Saturday,FY2020,FQ1,212.94
541,EMEA-2018-140795,2/2/2018,Jorge Souza,Italy,Genoa,EMEA,EU,ExampleCorp 48,1094,Communications,SMB,Data Smasher,8KT1Y4PL7T,468.9,6,0,206.316,Friday,FY2018,FQ2,262.584
542,AMER-2020-136924,7/15/2020,Carlos Salazar,Chile,Santiago,AMER,LATAM,ExampleCorp 34,1015,Tech,Strategic,Site Analytics,F033LIN2U3,380.864,8,0.2,38.0864,Wednesday,FY2020,FQ4,342.7776
543,AMER-2019-120131,12/18/2019,Carlos Salazar,Mexico,Toluca,AMER,LATAM,AnyCompany 30,1024,Energy,SMB,Marketing Suite - Gold,TVLZPMXYNQ,646.776,9,0.2,-145.5246,Wednesday,FY2020,FQ1,792.3006
544,APJ-2018-103849,5/11/2018,Carlos Salazar,Japan,Saitama,APJ,JAPN,AnyCompany 33,1052,Transportation,SMB,Data Smasher,BLDB6GEGRG,58.112,2,0.2,7.264,Friday,FY2018,FQ3,50.848
545,APJ-2018-103849,5/11/2018,Carlos Salazar,Japan,Saitama,APJ,JAPN,AnyCompany 33,1052,Transportation,SMB,Site Analytics,MKQUT4BK6G,100.792,1,0.2,6.2995,Friday,FY2018,FQ3,94.4925
546,APJ-2018-103849,5/11/2018,Carlos Salazar,Japan,Saitama,APJ,JAPN,AnyCompany 33,1052,Transportation,SMB,SaaS Connector Pack,7BUQDEB68Q,66.112,4,0.6,-84.2928,Friday,FY2018,FQ3,150.4048
547,EMEA-2021-162929,11/20/2021,Jorge Souza,United Kingdom,London,EMEA,UKIR,ExampleCorp 52,1097,Communications,Enterprise,ContactMatcher,9J353ETVFQ,41.28,6,0.2,13.932,Saturday,FY2022,FQ1,27.348
548,EMEA-2021-162929,11/20/2021,Jorge Souza,United Kingdom,London,EMEA,UKIR,ExampleCorp 52,1097,Communications,Enterprise,Support,HNNKQZRFPJ,13.36,2,0,6.4128,Saturday,FY2022,FQ1,6.9472
549,APJ-2019-113173,11/15/2019,Zhang Wei,Australia,Sydney,APJ,ANZ,AnyCompany 13,1010,Communications,Strategic,Marketing Suite - Gold,GH43V07JHN,250.272,9,0.2,15.642,Friday,FY2020,FQ1,234.63
550,APJ-2019-113173,11/15/2019,Zhang Wei,Australia,Sydney,APJ,ANZ,AnyCompany 13,1010,Communications,Strategic,ContactMatcher,6HQBH64EV9,11.364,3,0.8,-17.046,Friday,FY2020,FQ1,28.41
551,APJ-2019-113173,11/15/2019,Zhang Wei,Australia,Sydney,APJ,ANZ,AnyCompany 13,1010,Communications,Strategic,Support,4IO48L3P4D,8.72,5,0.2,-1.744,Friday,FY2020,FQ1,10.464
552,AMER-2020-136406,4/16/2020,Kwesi Manu,United States,Los Angeles,AMER,NAMER,AnyCompany 25,1038,Healthcare,SMB,FinanceHub,OIC3INMWQQ,1121.568,2,0.2,0,Thursday,FY2020,FQ3,1121.568
553,EMEA-2021-112774,9/12/2021,Alejandro Rosalez,Germany,Berlin,EMEA,EU-WEST,AnyCompany 7,1004,Tech,SMB,SaaS Connector Pack,AJLNEZRWBZ,34.504,1,0.2,6.0382,Sunday,FY2021,FQ4,28.4658
554,APJ-2021-101945,11/25/2021,Sofía Martínez,Japan,Tokyo,APJ,JAPN,ExampleCorp 11,1044,Energy,SMB,Storage,AV1BH3MJHY,10.824,3,0.2,2.5707,Thursday,FY2022,FQ1,8.2533
555,AMER-2021-100650,6/30/2021,Zhang Wei,United States,San Francisco,AMER,NAMER,AnyCompany 13,1010,Communications,Strategic,Marketing Suite - Gold,YW8616LMQV,1295.78,2,0,310.9872,Wednesday,FY2021,FQ3,984.7928
556,EMEA-2018-155852,3/3/2018,Mateo Jackson,Sweden,Stockholm,EMEA,NOR,AnyCompany 3,1030,Manufacturing,SMB,ChatBot Plugin,8CHJ1MPU0D,19.456,4,0.2,3.4048,Saturday,FY2018,FQ2,16.0512
557,AMER-2020-113243,6/11/2020,Nikhil Jayashankar,United States,New York City,AMER,NAMER,ExampleCorp 2,1070,Finance,SMB,FinanceHub,6QS9RXIR0N,20.7,2,0,9.936,Thursday,FY2020,FQ3,10.764
558,AMER-2020-113243,6/11/2020,Nikhil Jayashankar,United States,New York City,AMER,NAMER,ExampleCorp 2,1070,Finance,SMB,ContactMatcher,BIXQB7GJ7B,1335.68,4,0.2,-217.048,Thursday,FY2020,FQ3,1552.728
559,AMER-2020-113243,6/11/2020,Nikhil Jayashankar,United States,New York City,AMER,NAMER,ExampleCorp 2,1070,Finance,SMB,Support,73VCYD2UPF,32.4,5,0,15.552,Thursday,FY2020,FQ3,16.848
560,AMER-2021-118731,11/21/2021,Jorge Souza,United States,Los Angeles,AMER,NAMER,AnyCompany 7,1004,Tech,SMB,SaaS Connector Pack,XWGQHNIJ60,42.6,3,0,16.614,Sunday,FY2022,FQ1,25.986
561,AMER-2021-118731,11/21/2021,Jorge Souza,United States,Los Angeles,AMER,NAMER,AnyCompany 7,1004,Tech,SMB,ContactMatcher,6QA8V9EA30,84.056,7,0.2,27.3182,Sunday,FY2022,FQ1,56.7378
562,EMEA-2018-145576,9/14/2018,Nikki Wolf,Germany,Cologne,EMEA,EU-WEST,AnyCompany 32,1026,Retail,SMB,OneView,O8G3YZNMJA,13,5,0.2,1.3,Friday,FY2018,FQ4,11.7
563,EMEA-2018-145576,9/14/2018,Nikki Wolf,Germany,Cologne,EMEA,EU-WEST,AnyCompany 32,1026,Retail,SMB,SaaS Connector Pack,X9ZRM06GS8,13.128,3,0.2,3.7743,Friday,FY2018,FQ4,9.3537
564,AMER-2019-130736,12/7/2019,Liu Jie,Canada,Toronto,AMER,NAMER,ExampleCorp 7,1054,Finance,SMB,Storage,BGFLDMT8ZR,3.96,2,0,0,Saturday,FY2020,FQ1,3.96
565,AMER-2019-130736,12/7/2019,Liu Jie,Canada,Toronto,AMER,NAMER,ExampleCorp 7,1054,Finance,SMB,FinanceHub,MKU9LP9GYU,2.61,1,0,1.2006,Saturday,FY2020,FQ1,1.4094
566,AMER-2021-137099,12/8/2021,Richard Roe,United States,New York City,AMER,NAMER,AnyCompany 4,1080,Finance,SMB,Site Analytics,YLE3FYW4ER,374.376,3,0.2,46.797,Wednesday,FY2022,FQ1,327.579
567,AMER-2021-156951,10/2/2021,María García,Canada,Toronto,AMER,NAMER,ExampleCorp 35,1043,Manufacturing,Strategic,Support,TO3E33S0V6,91.84,8,0,45.0016,Saturday,FY2022,FQ1,46.8384
568,AMER-2021-156951,10/2/2021,María García,Canada,Toronto,AMER,NAMER,ExampleCorp 35,1043,Manufacturing,Strategic,ContactMatcher,GL7QFOP3IK,81.088,7,0.2,27.3672,Saturday,FY2022,FQ1,53.7208
569,AMER-2021-156951,10/2/2021,María García,Canada,Toronto,AMER,NAMER,ExampleCorp 35,1043,Manufacturing,Strategic,Support,0A4X00U10S,19.44,3,0,9.3312,Saturday,FY2022,FQ1,10.1088
570,AMER-2021-156951,10/2/2021,María García,Canada,Toronto,AMER,NAMER,ExampleCorp 35,1043,Manufacturing,Strategic,FinanceHub,77J1GS09N1,451.152,3,0.2,0,Saturday,FY2022,FQ1,451.152
571,EMEA-2021-164826,12/29/2021,Nikki Wolf,United Kingdom,London,EMEA,UKIR,ExampleCorp 1,1033,Tech,SMB,FinanceHub,TA1G2NKRGZ,72.45,7,0,34.776,Wednesday,FY2022,FQ1,37.674
572,EMEA-2021-164826,12/29/2021,Nikki Wolf,United Kingdom,London,EMEA,UKIR,ExampleCorp 1,1033,Tech,SMB,Storage,KL6QVLHVRO,13.96,4,0,6.4216,Wednesday,FY2022,FQ1,7.5384
573,EMEA-2021-164826,12/29/2021,Nikki Wolf,United Kingdom,London,EMEA,UKIR,ExampleCorp 1,1033,Tech,SMB,ContactMatcher,ZSJPM3XIAJ,33.264,7,0.2,11.2266,Wednesday,FY2022,FQ1,22.0374
574,EMEA-2021-164826,12/29/2021,Nikki Wolf,United Kingdom,London,EMEA,UKIR,ExampleCorp 1,1033,Tech,SMB,Site Analytics,67ST14FM53,14.85,3,0,4.0095,Wednesday,FY2022,FQ1,10.8405
575,AMER-2020-127250,11/4/2020,Nikhil Jayashankar,Canada,Hamilton,AMER,NAMER,ExampleCorp 18,1068,Finance,SMB,ChatBot Plugin,YK0NYX62DJ,8.82,3,0,2.3814,Wednesday,FY2021,FQ1,6.4386
576,AMER-2019-149713,9/18/2019,Sofía Martínez,United States,Jacksonville,AMER,NAMER,ExampleCorp 6,1032,Finance,SMB,Support,ENRB2HJHUW,160.72,14,0,78.7528,Wednesday,FY2019,FQ4,81.9672
577,AMER-2019-149713,9/18/2019,Sofía Martínez,United States,Jacksonville,AMER,NAMER,ExampleCorp 6,1032,Finance,SMB,Support,BI72HZCQT9,19.92,4,0,9.7608,Wednesday,FY2019,FQ4,10.1592
578,AMER-2019-149713,9/18/2019,Sofía Martínez,United States,Jacksonville,AMER,NAMER,ExampleCorp 6,1032,Finance,SMB,Support,WN4FT6V0AN,7.3,2,0,2.19,Wednesday,FY2019,FQ4,5.11
579,APJ-2021-118640,7/21/2021,Márcia Oliveira,Australia,Sydney,APJ,ANZ,AnyCompany 20,1014,Manufacturing,SMB,Marketing Suite - Gold,PAJXXIIUJ3,69.712,2,0.2,8.714,Wednesday,FY2021,FQ4,60.998
580,APJ-2021-118640,7/21/2021,Márcia Oliveira,Australia,Sydney,APJ,ANZ,AnyCompany 20,1014,Manufacturing,SMB,SaaS Connector Pack,YJSPBCSOYI,8.792,1,0.6,-5.7148,Wednesday,FY2021,FQ4,14.5068
581,AMER-2019-132906,9/10/2019,Nikhil Jayashankar,United States,New York City,AMER,NAMER,AnyCompany 2,1002,Healthcare,SMB,Support,4DLCAQQTX0,51.52,4,0,1.5456,Tuesday,FY2019,FQ4,49.9744
582,EMEA-2021-145233,12/2/2021,Liu Jie,Russia,Moscow,EMEA,EU-EAST,ExampleCorp 46,1092,Healthcare,SMB,Site Analytics,JBN3AX2ZR0,470.376,3,0.2,52.9173,Thursday,FY2022,FQ1,417.4587
583,EMEA-2021-145233,12/2/2021,Liu Jie,Russia,Moscow,EMEA,EU-EAST,ExampleCorp 46,1092,Healthcare,SMB,Site Analytics,874MHA5N8D,105.584,2,0.2,9.2386,Thursday,FY2022,FQ1,96.3454
584,EMEA-2021-145233,12/2/2021,Liu Jie,Russia,Moscow,EMEA,EU-EAST,ExampleCorp 46,1092,Healthcare,SMB,OneView,PW5506C5G7,31.152,3,0.2,3.5046,Thursday,FY2022,FQ1,27.6474
585,EMEA-2021-145233,12/2/2021,Liu Jie,Russia,Moscow,EMEA,EU-EAST,ExampleCorp 46,1092,Healthcare,SMB,ContactMatcher,86IKKL7RM0,6.783,7,0.7,-4.7481,Thursday,FY2022,FQ1,11.5311
586,EMEA-2021-145233,12/2/2021,Liu Jie,Russia,Moscow,EMEA,EU-EAST,ExampleCorp 46,1092,Healthcare,SMB,Site Analytics,VLUZL8MXRS,406.368,4,0.2,30.4776,Thursday,FY2022,FQ1,375.8904
587,EMEA-2019-128139,7/3/2019,Richard Roe,Ireland,Dublin,EMEA,UKIR,AnyCompany 17,1012,Finance,SMB,FinanceHub,XJ6G76LA59,70.98,1,0,4.9686,Wednesday,FY2019,FQ4,66.0114
588,EMEA-2019-128139,7/3/2019,Richard Roe,Ireland,Dublin,EMEA,UKIR,AnyCompany 17,1012,Finance,SMB,FinanceHub,03FGC2Z66S,294.93,3,0,144.5157,Wednesday,FY2019,FQ4,150.4143
589,EMEA-2020-156986,3/21/2020,Zhang Wei,Belgium,Brussels,EMEA,EU-WEST,ExampleCorp 49,1046,Manufacturing,SMB,Site Analytics,KAQD1J96EN,84.784,2,0.2,-20.1362,Saturday,FY2020,FQ2,104.9202
590,EMEA-2020-156986,3/21/2020,Zhang Wei,Belgium,Brussels,EMEA,EU-WEST,ExampleCorp 49,1046,Manufacturing,SMB,Support,0NHANJ5AFJ,20.736,4,0.2,7.2576,Saturday,FY2020,FQ2,13.4784
591,EMEA-2020-156986,3/21/2020,Zhang Wei,Belgium,Brussels,EMEA,EU-WEST,ExampleCorp 49,1046,Manufacturing,SMB,ContactMatcher,V4CAWQ5GSP,16.821,3,0.7,-12.8961,Saturday,FY2020,FQ2,29.7171
592,EMEA-2020-156986,3/21/2020,Zhang Wei,Belgium,Brussels,EMEA,EU-WEST,ExampleCorp 49,1046,Manufacturing,SMB,Support,WHTKM3HPY2,10.368,2,0.2,3.6288,Saturday,FY2020,FQ2,6.7392
593,APJ-2018-135405,1/10/2018,Zhang Wei,Japan,Kanagawa,APJ,JAPN,AnyCompany 12,1008,Tech,SMB,ChatBot Plugin,XZTQBCZOYF,9.344,2,0.2,1.168,Wednesday,FY2018,FQ2,8.176
594,APJ-2018-135405,1/10/2018,Zhang Wei,Japan,Kanagawa,APJ,JAPN,AnyCompany 12,1008,Tech,SMB,Data Smasher,MVSSSDP56F,31.2,3,0.2,9.75,Wednesday,FY2018,FQ2,21.45
595,AMER-2018-131450,8/8/2018,Shirley Rodriguez,United States,Seattle,AMER,NAMER,AnyCompany 6,1053,Tech,SMB,OneView,QZYTCRDUQC,76.12,2,0,22.0748,Wednesday,FY2018,FQ4,54.0452
596,AMER-2018-131450,8/8/2018,Shirley Rodriguez,United States,Seattle,AMER,NAMER,AnyCompany 6,1053,Tech,SMB,Alchemy,LPCAI4QERL,1199.976,3,0.2,434.9913,Wednesday,FY2018,FQ4,764.9847
597,AMER-2018-131450,8/8/2018,Shirley Rodriguez,United States,Seattle,AMER,NAMER,AnyCompany 6,1053,Tech,SMB,Site Analytics,WX20EGXRBF,445.96,5,0.2,55.745,Wednesday,FY2018,FQ4,390.215
598,AMER-2018-131450,8/8/2018,Shirley Rodriguez,United States,Seattle,AMER,NAMER,AnyCompany 6,1053,Tech,SMB,SaaS Connector Pack,N21C526QYI,327.76,8,0,91.7728,Wednesday,FY2018,FQ4,235.9872
599,EMEA-2020-120180,7/15/2020,Sofía Martínez,France,Paris,EMEA,EU-WEST,AnyCompany 11,1029,Healthcare,SMB,Support,U8MTSDD9FY,11.632,2,0.2,1.0178,Wednesday,FY2020,FQ4,10.6142
600,EMEA-2020-100720,7/17/2020,Martha Rivera,France,Paris,EMEA,EU-WEST,AnyCompany 15,1101,Finance,SMB,Site Analytics,DRKGJ0HTFI,143.982,3,0.4,-28.7964,Friday,FY2020,FQ4,172.7784
601,EMEA-2020-100720,7/17/2020,Martha Rivera,France,Paris,EMEA,EU-WEST,AnyCompany 15,1101,Finance,SMB,Site Analytics,24BPROOJWJ,494.376,4,0.4,-115.3544,Friday,FY2020,FQ4,609.7304
602,EMEA-2020-100720,7/17/2020,Martha Rivera,France,Paris,EMEA,EU-WEST,AnyCompany 15,1101,Finance,SMB,Support,3SB35GVTBO,5.84,2,0.2,0.73,Friday,FY2020,FQ4,5.11
603,EMEA-2018-149958,3/15/2018,María García,Germany,Cologne,EMEA,EU-WEST,AnyCompany 39,1009,Manufacturing,SMB,Marketing Suite - Gold,RUFLJT9T9F,142.776,1,0.2,17.847,Thursday,FY2018,FQ2,124.929
604,EMEA-2018-149958,3/15/2018,María García,Germany,Cologne,EMEA,EU-WEST,AnyCompany 39,1009,Manufacturing,SMB,SaaS Connector Pack,819JTO14ID,45.696,3,0.2,5.1408,Thursday,FY2018,FQ2,40.5552
605,EMEA-2018-149958,3/15/2018,María García,Germany,Cologne,EMEA,EU-WEST,AnyCompany 39,1009,Manufacturing,SMB,ContactMatcher,S6MMZPLZFQ,7.218,3,0.7,-5.5338,Thursday,FY2018,FQ2,12.7518
606,EMEA-2018-149958,3/15/2018,María García,Germany,Cologne,EMEA,EU-WEST,AnyCompany 39,1009,Manufacturing,SMB,ContactMatcher,KJ58MPD8QR,43.188,4,0.7,-31.6712,Thursday,FY2018,FQ2,74.8592
607,EMEA-2018-149958,3/15/2018,María García,Germany,Cologne,EMEA,EU-WEST,AnyCompany 39,1009,Manufacturing,SMB,Support,8NACWE5VD1,131.904,3,0.2,47.8152,Thursday,FY2018,FQ2,84.0888
608,EMEA-2018-105767,5/23/2018,Nikhil Jayashankar,France,Paris,EMEA,EU-WEST,ExampleCorp 25,1073,Consumer Products,SMB,ContactMatcher,L0MOMT34DW,3.282,2,0.7,-2.6256,Wednesday,FY2018,FQ3,5.9076
609,EMEA-2018-105767,5/23/2018,Nikhil Jayashankar,France,Paris,EMEA,EU-WEST,ExampleCorp 25,1073,Consumer Products,SMB,ChatBot Plugin,QJVQYTN8TL,21.168,9,0.2,2.3814,Wednesday,FY2018,FQ3,18.7866
610,EMEA-2018-105767,5/23/2018,Nikhil Jayashankar,France,Paris,EMEA,EU-WEST,ExampleCorp 25,1073,Consumer Products,SMB,Site Analytics,LPO0ZQYKV0,55.188,2,0.4,-10.1178,Wednesday,FY2018,FQ3,65.3058
611,APJ-2020-161816,4/29/2020,Nikhil Jayashankar,Japan,Aichi,APJ,JAPN,AnyCompany 4,1080,Finance,Strategic,Site Analytics,M7TW3Z64S4,369.576,3,0.2,41.5773,Wednesday,FY2020,FQ3,327.9987
